420.	HAPPINESS	And the parents' club decided to pay for our breakfasts, so I got a free buffet!
422.	HAPPINESS	I tried to pay her back, but she wouldn't let me. So I got a free spiffin' sweet green tie-dyed OVAC shirt, too.
423.	HAPPINESS	Today rocks!
425.	NO-EMOTION	I was gonna call my best friend and see if she wanted to go, but she wasn't there.
426.	NO-EMOTION	I thought she was going shopping today.
427.	NO-EMOTION	She's not a skating-type person, though.
428.	NO-EMOTION	We always try to get her to come, but it doesn't work.
429.	HAPPINESS	We'll just have to drag her down to the rink one of these days, lol!
430.	HAPPINESS	I love skating.
431.	NO-EMOTION	I always fall on my ass every five minutes, though.
432.	NO-EMOTION	x.x I need to invest in a pair of blades.
433.	NO-EMOTION	I outgrew my skates, and I don't like renting.
434.	NO-EMOTION	Plus, I've heard blades are easier than four-wheels and I can use all the help I can get.
435.	NO-EMOTION	o___x
436.	NO-EMOTION	Stephenie Meyer.
437.	NO-EMOTION	What can I say?
438.	HAPPINESS	She's amazing.
439.	HAPPINESS	Like, most definetely on my top favorite authors list.
440.	NO-EMOTION	This list is very short.
441.	NO-EMOTION	In fact, there's only about three authors whose books I will buy, no matter the storyline.
442.	NO-EMOTION	Meyer, JK Rowling, and Meg Cabot.
443.	NO-EMOTION	And yes, I read hundreds, thousands of books from other people.
444.	NO-EMOTION	But these female writes.
447.	NO-EMOTION	I'm a writer.
448.	HAPPINESS	I love making up stories, retelling stories, and writing down everything.
450.	NO-EMOTION	the thing is. my work isn't spectacular.
451.	NO-EMOTION	I know that.
452.	NO-EMOTION	I'm enough of a grown-up to say it.
453.	NO-EMOTION	And after reading Stephenie's story about how real her characters are.
454.	NO-EMOTION	how they can "take over" her outlines.
455.	SADNESS	mine pretty much are bland.
456.	NO-EMOTION	The story leads me, not the people who grace the page.
457.	NO-EMOTION	And Stephenie says that we should know our characters.
458.	HAPPINESS	What they like to eat, what music they like, etc. And I don't!!
460.	SADNESS	Sigh.
461.	NO-EMOTION	Well, I know that a lot of my LJ friends are writers, too.
462.	NO-EMOTION	I can tell.
464.	NO-EMOTION	hm.
465.	HAPPINESS	Well, any advice on writing would be appreciated.
466.	NO-EMOTION	You know you're from Massachusetts when.
468.	NO-EMOTION	When ordering a tonic, you mean a Coke.
469.	NO-EMOTION	not quinine water.
470.	HAPPINESS	You actually enjoy driving around rotaries.
472.	NO-EMOTION	You know how to pronounce the names of towns like Worcester, Billerica, Haverhill, Barre and Cotuit.
473.	NO-EMOTION	You have driven to New Hampshire on a Sunday in order to get beer.
474.	DISGUST	You know that there are two Bulger brothers, and that they're both crooks.
475.	NO-EMOTION	You know what they sell at a packie.
476.	NO-EMOTION	You know at least one bar where you can get something to drink after last call.
477.	NO-EMOTION	You can actually find your way around Boston.
478.	NO-EMOTION	Evacuation Day is a recognized holiday.
479.	NO-EMOTION	You know at least one guy named Sean, Pat, Whitey, Red, Bud or Seamus.
480.	NO-EMOTION	You think the rest of the country owes you for Thanksgiving and Independence Day.
481.	NO-EMOTION	You have never been to Cheers.
484.	NO-EMOTION	You have gone to at least one party at UMass.
485.	DISGUST	The curse of the Bambino is taught in public schools.
486.	DISGUST	You own a "Yankees Suck" shirt or hat.
487.	NO-EMOTION	You think Doug Flutie is the greatest athlete ever.
488.	NO-EMOTION	You remember exactly where you were when the ball rolled through Buckner's legs.
489.	NO-EMOTION	You pray for the Red Sox to win the World Series not this season, but in your lifetime.
490.	NO-EMOTION	You know how to make a frappe.
491.	NO-EMOTION	You know that "Big Dig" is also a kind of ice cream you can get at Brigham's.
492.	NO-EMOTION	You actually know how to merge from 6 lanes of traffic down to one.
493.	NO-EMOTION	You never go to "Cape Cod", you go "down the Cape".
494.	NO-EMOTION	You went to Old Sturbridge Village, Plymouth Plantation, or both, on field trip in grammar school.
495.	NO-EMOTION	You're aware that there is a town, somewhere in Massachusetts, named Brimfield where they have the biggest outdoor antique market in the world.
496.	NO-EMOTION	You can drive to the mountains and the ocean all in one day.
497.	NO-EMOTION	You know that the Mass Pike is some sort of strange weather dividing line.
498.	NO-EMOTION	You know that P-Town isn't the name of a new rap group.
499.	NO-EMOTION	You do not recognize the letter "R" as a part of the English language.
501.	NO-EMOTION	You see people like Steven Tyler (Aerosmith), Dicky Barret (The Mighty, Mighty Bosstones), and Evan Dando (The Lemonheads) in the local supermarket and it doesn't phase you.
502.	NO-EMOTION	You've slammed on your brakes to deter a tailgater Know at least three Tony's, one Vinnie and a Frankie Paranoia sets in if you can't see a Dunkin Donuts, ATM or CVS within eyeshot at all times.
503.	NO-EMOTION	You keep an ice scraper and can of de-icer on the floor of your car.
504.	NO-EMOTION	year round You still try to order curly fries from Burger King You order iced coffee in January You know what candlepin bowling is You drive 45 minutes to New Hampshire to save $5 in sales tax You've pulled out of a side street and used your car to block oncoming traffic so you can make a left.
505.	HAPPINESS	You've bragged about the money you've saved at The Christmas Tree Shop You know what a "regular" coffee is. You actually get these jokes and pass them on to other friends from Massachusetts.
506.	HAPPINESS	So, ok, this happened like week before last, but I thought it was funny enough to mention today.
507.	HAPPINESS	So Brandon and I were chilling out one night at home, after being out all night, and we decided to step out on the patio for a quick smoke.
508.	ANGER	Well, the new dog; Louis, went running out onto the patio and barking up a storm, as I stuck my head out, there sat this stupid young dude trying to break into my neighbor's (across the street) car.
509.	NO-EMOTION	So I called the cops and followed him till he went into the dark, then I left it to the cops.
510.	NO-EMOTION	911 operator asked "Is it a white guy or a latin guy".
511.	NO-EMOTION	so I gave her the real description; a young black male with short dreads and dark clothes and shoes.
512.	NO-EMOTION	One cop came, he talked to me for two seconds and then drove down the street a second.
514.	SADNESS	This time, unfortunately, he'd broken INTO the car already and was fishing things out.
515.	DISGUST	I pick up my phone ON THE BALCONY and call the cops wihle I'm walking behind this joker.
516.	SURPRISE	The cops come outta nowhere this time.
517.	NO-EMOTION	They sent SIX cop cars, two in each.
518.	NO-EMOTION	So 12 cops to investigate ONE car break in.
519.	NO-EMOTION	They all fly off in EVERY direction to find this kid (of course, except the direction I said he went).
520.	NO-EMOTION	So basically I've met three new neighbors and we have like a community watch going on now.
521.	NO-EMOTION	The cops spend more time driving down my road then they probably should.
522.	HAPPINESS	But now I feel much happier and safer, and the neighbors all love me. Did I mention it was after 2am every time the break-in occurred?
523.	HAPPINESS	They still love me, even though I woke them up at the butt-crack of dawn.
524.	HAPPINESS	It's a beautiful thing.
525.	SADNESS	=o) Although I feel like I've been on a really bad episode of 'Law &amp; Order' now.
526.	NO-EMOTION	There are moments in our lives when we find ourselves at a crossroad.
527.	FEAR	Afraid, confused, without a road map.
528.	NO-EMOTION	The choices we make in these moments can define the rest of our days.
529.	FEAR	Of course, when faced with the unknown many of us would turn around and run back.
530.	NO-EMOTION	But once in a while, people push on.
531.	HAPPINESS	Into something better.
532.	SADNESS	Something just beyond the pain of going on alone and just beyond the bravery and courage it takes to let someone in, or let them fade away.
533.	NO-EMOTION	Or to give someone a second chance.
536.	NO-EMOTION	And it's only when you're tested that you discover who you can be.
539.	FEAR	My worst fears have been personified.
540.	NO-EMOTION	I have no details.
541.	NO-EMOTION	No dates.
542.	NO-EMOTION	No times.
543.	NO-EMOTION	No nothing.
544.	FEAR	I only know that it could be anytime within the next 60 days.
545.	NO-EMOTION	I don't even know for sure that it will happen, but with the way things have been going, I expect it to happen.
547.	NO-EMOTION	There's nothing else I can say or do to change the situation.
552.	NO-EMOTION	Hey guys!
553.	HAPPINESS	Woot I finally got an ipod with video (30g)!
554.	SADNESS	Its kinda bad because I was feeling really sad/unhappy the day I baught it.
555.	NO-EMOTION	But I've been wanting it for like a year now, just never had the money, and never wanted to charge it.
556.	SADNESS	but oh I was a bad girl and put it on my best buy card.
557.	NO-EMOTION	=P
558.	HAPPINESS	I got a black one, and oooh its so sexy!
559.	NO-EMOTION	I got a leather case for it, but need to get some clear protective sheets for it too.
560.	DISGUST	Maybe a full case too, because the lil black pocket thing it came with is a little too snug, I have to force the lil bitch into it all the time.
561.	NO-EMOTION	^_^;
562.	NO-EMOTION	HEY.
563.	NO-EMOTION	If you don't know what to get me for christmas, get me some socks!!
564.	NO-EMOTION	~Apple ipod socks
565.	NO-EMOTION	As for my diet.
566.	NO-EMOTION	I lost 3 pounds this week.
567.	SURPRISE	Eh.
568.	HAPPINESS	its not that much but hey its something!
569.	NO-EMOTION	^_^
570.	NO-EMOTION	the season is changing.
571.	FEAR	we had our first snowfall just the other day, the trees have gone to sleep and finally the walnuts have stopped falling on my garage roof and scaring me when i take my still lame dog out to take a shit before bed.
573.	NO-EMOTION	again.
574.	NO-EMOTION	a lot of things have happened to me in the past six months, since the beginning of summer.
575.	SADNESS	three very dear friends of mine have lost very important people in their lives, and i have had to be the strong one they can lean on.
576.	SURPRISE	though i do not mind this one tiny bit it has been odd for me. i'm rarely the strong one.
577.	SADNESS	i am usually the one reduced to laying on the big green couch in the fetal position eating leftover pizza and crying about nothing and everything all at once.
579.	NO-EMOTION	something, it seems, i am getting more and more used to.
581.	NO-EMOTION	turns out it has just made me question pretty much everything that i thought i knew.
583.	SURPRISE	didn't see that one coming.
584.	NO-EMOTION	now, i have no idea what i believe and what i want to do and how i want to spend the rest of my life.
585.	NO-EMOTION	well, maybe i do.
586.	FEAR	but that scares me even more.
587.	NO-EMOTION	and well, i got married.
588.	NO-EMOTION	talk about a life change.
589.	NO-EMOTION	we've been together since my sophomore year of college and had lived together for over a year (in sin, mind you) but i wasn't prepared for the change that would take place in our relationship.
591.	HAPPINESS	i love him dearly and will forever, but i definately was not ready for that.
592.	NO-EMOTION	i find myself again, stuck in a place where i have to rediscover myself all over again.
593.	SADNESS	in a word, lost.
594.	SADNESS	i feel lost.
595.	SADNESS	very disconnected to everyone and everything, not sure where to go from here.
596.	NO-EMOTION	maybe i do.
597.	NO-EMOTION	but i don't want to admit that yet.
598.	NO-EMOTION	though i think i have.
599.	NO-EMOTION	so stay tuned.
600.	NO-EMOTION	changes to come.
602.	NO-EMOTION	another two words for you: john hughes.
604.	NO-EMOTION	perhaps too much so for 5:15 on a saturday afternoon, but hey, what can you do.
605.	SADNESS	gotta milk those quarter-life crises for all they're worth.
606.	NO-EMOTION	don't get another one for 25 more years.
607.	NO-EMOTION	i must go now.
608.	HAPPINESS	have a great idea for a new scarf.
609.	NO-EMOTION	want to get it done in time for the next snowfall.
611.	NO-EMOTION	Have you ever made a decision and then later found out the consequences to that decision?
612.	NO-EMOTION	Well, I seem to have done that.
613.	SADNESS	I didn't mean to hurt this person at all.
614.	FEAR	I was just scared.
615.	NO-EMOTION	I mean.
616.	FEAR	I'm scared of my future.
617.	HAPPINESS	I look ahead and I want to see me being a successful missionary/psychologist, married, with kids, and a great life.
618.	NO-EMOTION	However, it seems the decisions I have been making are hindering that.
620.	NO-EMOTION	I look around me and you know what I see?
621.	SADNESS	Un-happy people.
622.	NO-EMOTION	People everday get divorces, commit adultery and I don't want that.
623.	SADNESS	I don't want to get hurt.
624.	SADNESS	*sighs* I have a bad habit of hurting people before they can hurt me. Like if I think that someone could and might hurt me then I hurt them first.
626.	NO-EMOTION	I just can't help it.
627.	FEAR	Then I think if I commit myself to this person only, what if I'm missing out on someone else?
628.	FEAR	What if this isn't the right person for me and I'm making a huge mistake?
629.	NO-EMOTION	But then I also think what if they are the right person?
630.	NO-EMOTION	Why is everything so confusing to me? I'm trying to hear God right now, but maybe I'm not really listening.
632.	NO-EMOTION	Some people say, "Katrina, do this," others say, "Katrina, do that."
633.	NO-EMOTION	What do I say?
634.	NO-EMOTION	I DON'T KNOW!!!!!!!!!!
637.	NO-EMOTION	I guess i"m just gonna have to be patient.
638.	NO-EMOTION	I'll wait for God to show me what He wants me to do.
640.	NO-EMOTION	So, keep praying for me that I'll be strong.
641.	NO-EMOTION	I just have these moments when I start trying to do things without God and that never works.
642.	NO-EMOTION	Anywayz, I'll ask God for His opinion.
643.	NO-EMOTION	I'll post back when I get it.
644.	HAPPINESS	Welp today has been a long tiring day lol.
645.	NO-EMOTION	I have been up most the night because the baby wouldn't go to sleep for nothing.
646.	NO-EMOTION	We lay him on our chest and he zonks out pretty fast and now hes so used to it he won't sleep in his crib or basinet so we have to find a way for him to sleep in the crib.
647.	HAPPINESS	Doctor says not to let them sleep on there belly for a while and thats the only way he sleeps good!
648.	HAPPINESS	lol.
649.	HAPPINESS	I need a nap though I will tell you that lol.
650.	NO-EMOTION	He's sleeping now but everytime I lay down and think I will get atleast a couple hours of sleep hes right back up!
651.	HAPPINESS	lol.
652.	NO-EMOTION	He sleeps most of the day and then never sleeps at night.
654.	HAPPINESS	Oh well I know its something that comes along with having a baby lol.
655.	HAPPINESS	I will be glad when my mom gets here so we can go to wal-mart and then I can come back home and take a little nap.
657.	NO-EMOTION	Anyways,tomorrow I guess my grandpa wants us to come over there so his brother than is in town to visit and everyone can see the baby.
658.	NO-EMOTION	I am not to thrilled about going over there.
661.	HAPPINESS	lol,and so we figgured we would just go to Six Flags.
662.	NO-EMOTION	We could go out and I could watch him drink but he got a ticket and they have to mail his license to him and he has no ID yet!
663.	HAPPINESS	HAHA!
665.	NO-EMOTION	thats what you get for rubbing it in my face that your 21 and im not!)
666.	HAPPINESS	LOL.
668.	HAPPINESS	Our one year wedding anniversary, we had Landon this month,David's birthday today,other family members birthdays that are this month,halloween and tons of other stuff lol.
670.	HAPPINESS	I still need to do laundry later and I need to do the dishes and then maybe just maybe I will get to lay down for a bit before he wakes upEhh prolly not lol Oh and for everyone that wants to see the baby if there is not a nice day coming up you may have to come to my house because its to cold for us to be taking him out in this weather,I don't need a sick baby along with my hundred other problems lol,that or you can come visit when we are over at my grandpas,other than that your s.o.l on seeing my lil stud muffin lol.
673.	NO-EMOTION	Almost sounds like an EMO song title.
674.	NO-EMOTION	Maybe it is, I dunno.
675.	NO-EMOTION	All I know is that I have no time to do anything anymore.
676.	NO-EMOTION	I am once again becoming an OT whore, which was originally to buy myself a new gun (Springfiled XD40 3" Subcompact).
677.	NO-EMOTION	But, with pay days in Oct. being where they are, and bills due on the dates they're due, that idea is totally shot for now.
678.	HAPPINESS	The OT whoring now is to make enough to pay bills on time, not to buy new and fun things.
679.	NO-EMOTION	At least the price of gas is going down, $1.99 per gallon across the street now.
680.	NO-EMOTION	I'm also working at the YMCA every Monday in October, which helps, but makes me tired as all get out.
681.	NO-EMOTION	The job is still just that.
682.	NO-EMOTION	Nothing big to report, except that every time I volunteer to do a full 8 hours of OT after my normal shift, I find myself going home 2-4 hours into it due to them over-hiring and not realizing it.
685.	NO-EMOTION	I have a new pic of Melissa and I, which I will post shortly.
686.	NO-EMOTION	We need a new pic.
687.	HAPPINESS	We just celebrated 3 great months on the 8th, and last night we carved pumpkins (she brought me a pumpkin, it was pretty sweet).
689.	SADNESS	Bagpiping got moved to one of our "together" nights, so that puts a small damper on the time we see each other for every week.
690.	NO-EMOTION	Oh well, at least we can make it work without lots of time.
691.	NO-EMOTION	I joined a gun club the other night.
692.	NO-EMOTION	It's kinda far from where I am, but it is worth it.
693.	NO-EMOTION	Membership is only $50/year and a $50 initiation fee.
694.	NO-EMOTION	The shooting is unlimited for the most part between 8a and 10p.
695.	HAPPINESS	This is good for the odd hour shooter like me. Also, there is a 25 yd outdoor range, which accepts a variety of loads (shotgun, magnum, etc).
696.	NO-EMOTION	The indoor range has 8 lanes, but is only 15 yards long.
697.	HAPPINESS	The best part is, I shoot pretty well there, and the lighting is really good.
698.	NO-EMOTION	If anyone is interested, it's the Phillipsburg Pistol Club, and can be found on the web (just google it's name).
699.	NO-EMOTION	I'm gonna hit the work out now.
700.	NO-EMOTION	I'll write more later.
701.	NO-EMOTION	Reawaken is taking allot of my time this week inspite of my heavy harvest schedule on the farm!
702.	HAPPINESS	We are starting to get some interesting inquiries.
703.	NO-EMOTION	I made contact with various Pentagon types who deal specifically with the USO and stand down concerts on a variety of military installations in California.
704.	NO-EMOTION	Also since I belong to a variety of social organizations it was easy to make concert contacts through them.
705.	NO-EMOTION	Who knows where we will be playing in 2007.
706.	NO-EMOTION	I have my eyes on a few locations like Kwajalein RMI and Soto Cano-Honduras; with friends in low places we'll probably get those gigs.
707.	NO-EMOTION	In the mean time we have a huge private party in April booked and the Mateel Arts and Music Festival for June as well.
708.	NO-EMOTION	The list of folks who want a copy of the CD-First Light is being built up one name at a time.
709.	NO-EMOTION	Anyone who wants one I will send one.
711.	NO-EMOTION	I may just have the band members do a strip for old ladies at the senior clubs if we have open dates unfilled!
712.	HAPPINESS	Ha!
713.	NO-EMOTION	Wouldn't that be a gig!?
714.	NO-EMOTION	In the mean time I am going after every venue available.
715.	NO-EMOTION	Leaving for Irvine on the 18th for Maiden.
717.	NO-EMOTION	See you mates up front of Arrys monitor!
718.	NO-EMOTION	I'm at Penn State for the weekend.
720.	HAPPINESS	But I love it.
722.	NO-EMOTION	I was cleaning up Kristen Ward's apartment when a beer spilled all over my socks and pants and I don't even care.
723.	HAPPINESS	Like thousands of people poured into the street last night for excitement.
724.	NO-EMOTION	Lots of people had sex.
725.	NO-EMOTION	Lots of people used drugs and drank beer.
726.	NO-EMOTION	Tonight is the Michigan vs. PSU game.
727.	NO-EMOTION	Tonight is also the drag show which I shall be attending faithfully.
728.	NO-EMOTION	Maybe I'll put on some MAC.
729.	HAPPINESS	Wow.
730.	NO-EMOTION	I'm reading this back to myself and I'm totally yawning.
731.	NO-EMOTION	Last night I had a long discussion at 4:30am about xanax addiction and molestation.
736.	NO-EMOTION	Let's face it.
737.	NO-EMOTION	I don't drink anymore.
739.	NO-EMOTION	Hard alcohol would surely have put me in the ER.
740.	NO-EMOTION	And this hair.
741.	NO-EMOTION	Lex Squared told me that she could "do something" with my hair.
742.	NO-EMOTION	That's a polite way of saying.
743.	DISGUST	your hair looks like shit Mary.
745.	NO-EMOTION	I'm staying with Kristen Ward.
746.	NO-EMOTION	She has 4 boys staying her who attend West Point.
747.	NO-EMOTION	Hi.
748.	HAPPINESS	They're cute.
751.	NO-EMOTION	So I toned down the performance and slept until right now.
752.	HAPPINESS	Everyone is gone and I just cleaned up, so now I'm going to loosen up my buttons, take a long hot shower, put on my clothing and my adorable pea coat, and make my way downtown.
754.	FEAR	Disaster.
755.	FEAR	I almost died.
758.	NO-EMOTION	And I still rule this town, I'm just a little more mature, a little more with it.
759.	NO-EMOTION	Look at me! I'm like Ellen on straight television.
760.	NO-EMOTION	I'm a maneater!
761.	NO-EMOTION	Oh and Ps.!
762.	NO-EMOTION	I met this 'straight' boy at the gay bar last night.
763.	NO-EMOTION	Totally mine.
764.	NO-EMOTION	I feel like I should be writting right now.
765.	NO-EMOTION	The other week I was at Roxy with Robbie and company and the crack house came up.
768.	NO-EMOTION	I suppose there was the time that Dread, named not for the feeling one gets when thinking about the smell which followed him, but rather for his haircut, came by while my mother was there and pulled bacon out of his pocket, and then his other pocket, and then from under his shirt, then from his pants.
769.	NO-EMOTION	"How much you give me for this Bacon?"
770.	NO-EMOTION	I don't know, I'm not feeling it.
771.	NO-EMOTION	nevermind, I've got an Arabic test I could be studying for.
772.	NO-EMOTION	Anybody remember any good crackhouse stories they heard?
773.	NO-EMOTION	ones worth retelling?
775.	HAPPINESS	Within a week I bid on and won about 14 cookie jars.
776.	HAPPINESS	They are just so cute I can't resist them although I think I am under control now.
777.	NO-EMOTION	At least I haven't bought any in about four days.
778.	NO-EMOTION	I still have six that have not arrived yet.
779.	HAPPINESS	The lady at the post office is starting to laugh at me. Where am I going to put them all?
780.	NO-EMOTION	Oh well, I will find space or have Tim build me some shelves.
781.	SADNESS	I have only had one bad experience on Ebay so far.
782.	NO-EMOTION	One cookie jar was not packed well.
783.	NO-EMOTION	It was called "Ugly Old Hen".
784.	NO-EMOTION	It was broken.
785.	ANGER	I emailed the seller and told him about it and he was very arrogant and rude.
786.	NO-EMOTION	HE KNEW EVERYTHING THERE WAS TO KNOW ABOUT PACKING, he said.
787.	NO-EMOTION	Well, needless to say his packing job was far below any I have seen so far.
788.	NO-EMOTION	To make a long story short, he told me I must have wanted this ugly old hen to match my personality.
789.	ANGER	I told him he was a f----ing a--hole and gave him a negative rating.
790.	ANGER	He in turn gave me a negative rating.
791.	NO-EMOTION	Man. I just can't seem to keep out of trouble.
792.	NO-EMOTION	It really was his fault though.
793.	SADNESS	And because I am such a perfectionist the negative rating had me bummed for awhile but now I am better.
794.	NO-EMOTION	I even sold a few things on Ebay.
795.	NO-EMOTION	I sold an electric blanket for more than I paid for it.
796.	NO-EMOTION	I see Frankie at the junkyard has several electric blankets.
797.	NO-EMOTION	I can probably pick them up for less than a buck and sell them for lots lots more as long as they work.
798.	NO-EMOTION	Will have to work on that enterprise.
799.	NO-EMOTION	Tim and I have been fishing and camping.
800.	HAPPINESS	We have been staying pretty close to home but still having a good time.
801.	HAPPINESS	It has finally cooled down a bit which is a big relief.
802.	NO-EMOTION	There always seems to be much to do around here and we don't seem to get much done.
803.	NO-EMOTION	Or at least I don't.
804.	HAPPINESS	I love my "nap and story time with BooBoo every afternoon."
805.	NO-EMOTION	That means I recline on the couch with a good book after lunch and BooBoo my cat is always stretched out on my lap.
806.	NO-EMOTION	Tim is working on putting a border fence up in the front of the property.
807.	NO-EMOTION	Then he wants to put in an underground sprinkler system before we plant grass in front.
808.	NO-EMOTION	We also will be planting trees and shrubs in front and some day putting a small deck coming out of the front door.
809.	NO-EMOTION	It just all takes time and money.
810.	NO-EMOTION	We have come a long way in a year though!
811.	NO-EMOTION	Well, must go put dinner in the oven.
812.	NO-EMOTION	Homemade macaroni and cheese.
813.	NO-EMOTION	Today I also made a devils food bundt cake with chocolate chip glaze.
814.	NO-EMOTION	With all this cheese we will probably be constipated tomorrow.
815.	NO-EMOTION	Y'all have a good night!
816.	DISGUST	Oh shit, day by day update.
817.	NO-EMOTION	Mmk.
818.	HAPPINESS	So, I love 4 day weeks of school, I really do.
819.	NO-EMOTION	Thursday:
820.	NO-EMOTION	I came home and I think I took a nap,
821.	NO-EMOTION	Then later hung out with some loser until like 12.
822.	NO-EMOTION	Friday:
823.	NO-EMOTION	Chels and I cleaned my room, which was much needed.
824.	NO-EMOTION	Then Ashlie and Becky came and picked me up, we stopped at Joey's to see if they had any applications, then went out to the mall so I could turn in some apps, and so Ashlie could buy some underwears.
825.	NO-EMOTION	I came home and got my stuff together to go up to the kid's camp.
827.	DISGUST	First off, it's a hike to get up to this place, and I can't see worth shit in the dark.
828.	SADNESS	We were up there for awhile and Idk why or how, but Ryan pushed me off of this bench and I fell flat on my back scraping my hip up, which hurts ha.
829.	ANGER	Then they were cutting this damn tree down, and they made me go with then by dragging me over since I didn't want to go, and when I tried to sneak away.
830.	ANGER	I guess I walked behind Ryan right when he swung this huge ass AXE and he swung it right into my face!
833.	SADNESS	Not only all that, I ended up calling Aubrey, and ending up balling like a baby, because I really do miss her and everything we used to have.
834.	SADNESS	Even after getting off the phone with her, I balled forever.
835.	NO-EMOTION	It was sooo cold out, seeing as I don't have a winter jacket or anything.
836.	NO-EMOTION	Plus, I didn't eat anything at all yesterday, and I ended up getting really sick.
837.	DISGUST	It was real lame.
838.	HAPPINESS	Ehh Other than that it was a good time.
839.	NO-EMOTION	Photobucket - Video and Image Hosting
840.	HAPPINESS	Today, Chels made me a sandwhich since she loves me, and I had some soup so I feel better.
841.	NO-EMOTION	I'm going out for a little tonight, and then I'm gonna see if Ash and Beck want to stay.
842.	NO-EMOTION	Then Tomorrow.
845.	NO-EMOTION	It all started a month ago in kickboxing class (at least that part sounds way cool.)
846.	NO-EMOTION	The new instructor is a former marine and showed us these five-pointed-star push-ups.
848.	HAPPINESS	Yeah, I know, right up there with Custer laughing off a few measly Indians.
849.	NO-EMOTION	Anyway, I get home and notice my knee feels kinda tight.
851.	NO-EMOTION	Okay, no problem, I'll just tone down my workouts until I'm back at 100%.
852.	NO-EMOTION	But after a month, that hasn't really happened.
853.	NO-EMOTION	So I figure I'll just check in with my G.P., get a nice cortisone shot in the knee and I'm good to go.
854.	DISGUST	But my beloved G.P., who usually just prescribes stuff for me over the phone, starts throwing around words like "orthopedic," "surgery," and "x-rays" and I start thinking, "oh shit!"
856.	NO-EMOTION	Of course once he says the magic words ("degenerative arthritis" and "not uncommon AT MY AGE") I do a total brain freeze and hear pretty much nothing afterwards.
858.	HAPPINESS	So what's a girl to do to cheer herself up?
859.	NO-EMOTION	Shoe shopping, of course!
860.	HAPPINESS	So I'm old, but I have these really cute Etienne Aigner boots to show for it.
861.	HAPPINESS	My gene pool used to lie before me like a pretty lake and I rarely gave it much thought.
863.	NO-EMOTION	Well, you know what?
864.	NO-EMOTION	I'm not going to grow old gracefully!
867.	NO-EMOTION	In the last fifteen years,
868.	NO-EMOTION	my life has been somewhat conventional:
869.	NO-EMOTION	job, wife, two kids, house, car.
870.	NO-EMOTION	Seen from a distance, I've been following the script,
871.	NO-EMOTION	the path that society lays down for people like me.
873.	HAPPINESS	the times I have felt most free, most alive,
874.	HAPPINESS	the times we have been at our best, have shone brightest,
875.	NO-EMOTION	have been when we have turned the script upside-down;
876.	NO-EMOTION	skipped a line or a page or an act;
877.	NO-EMOTION	swapped parts;
878.	NO-EMOTION	read sections backwards;
879.	NO-EMOTION	cut pages up and rearranged them;
880.	ANGER	or just set fire to the whole thing and made it up as we've gone along.
882.	NO-EMOTION	This is me, my self-fashioned self.
883.	NO-EMOTION	I will not play the part that others have chosen for me."
884.	NO-EMOTION	This happened again today.
2.	NO-EMOTION	it happens I guess.
3.	DISGUST	Sucks for Levon but he said he wouldn't let me drive with the trailer anyways.
4.	HAPPINESS	Plus, this means I can get my drivers license in AZ which means it will be good for 65 years!!
5.	NO-EMOTION	I know I can drive that's not my problem I just need to study more for the written.
6.	HAPPINESS	HAPPY BIRTHDAY JAMIE!!
8.	NO-EMOTION	I'll try to call but I have work all weekend then monday I'm going to NY.
9.	NO-EMOTION	But I'm free til' Aug. 31st.
10.	DISGUST	Everybody call me. Just letting you all know I suck at at tests.
11.	HAPPINESS	first: heh heh heh, so appropriate fer me.
12.	NO-EMOTION	Your Famous Last Words Will Be:
13.	NO-EMOTION	"I dunno, press the button and find out."
14.	NO-EMOTION	second.
15.	NO-EMOTION	i leave for london in NINE DAYS.
16.	ANGER	couldn't the fucking terrorists decide to get caught, you know, after i landed?
17.	NO-EMOTION	no, of course not.
18.	ANGER	they had to be stupid terrorists and think in their fundementalist clouded minds that they'd change the world!
19.	ANGER	or convert everyone to Islam, or just blow you up one by one in a fucking plane, train, or automobile.
20.	NO-EMOTION	let me calculate how long that'll take with current rates of reproduction and the current world population.
22.	NO-EMOTION	never.
23.	ANGER	so fuck off.
24.	ANGER	so far, all you've done is to cause international travellers the annoyance of having to hand over their toothpaste and make sure their baby's formula isn't nitroglycerin by drinking some.
25.	ANGER	you've killed less people in the last six years than we did to ourselves in a week in 1916.
26.	ANGER	so fuck off.
27.	ANGER	if you read history instead of fucking dogma all the god damn time you'd realize we're perfectly capable of raining destruction upon ourselves in a very effective manner, thank you very much.
29.	NO-EMOTION	we do it much better anyway.
30.	ANGER	how about you ignore us, we'll ignore you, you all can go to heaven and we can all be infidels and suffer through our evil.
32.	NO-EMOTION	that's all that matters isn't it?
33.	NO-EMOTION	the state of our souls.
34.	ANGER	what do you care if all ours are all bad.
35.	NO-EMOTION	more virgins for you.
37.	NO-EMOTION	the quota might drop to 45 or something.
38.	DISGUST	i'm being a little flippant here, but i'm sure you get the point.
39.	NO-EMOTION	maybe i should draw a cartoon.
40.	NO-EMOTION	oh right, i forgot, that's a no go area either.
41.	NO-EMOTION	right now, yer losing.
42.	NO-EMOTION	you may think yer winning, but yer not.
43.	NO-EMOTION	you know why?
44.	ANGER	because you are ANNOYING US.
45.	ANGER	which is worse than pissing us off.
46.	ANGER	because when you piss us off, we have to used measured restraint.
47.	NO-EMOTION	we have to be diplomatic.
